county map,county name,region,county type,elderly percentage,access to doctors,uninsured rate,diabetes rate,cardiovascular disease rate,poverty rate,african american population,hispanic population,covid risk index score,social vulnerability rank score,covid risk index,social vulnerability rank
13057, Cherokee  (GA) ,southeast,suburban,very low elderly percentage,high access to doctors,high uninsured rate,moderate diabetes rate,low cardiovascular disease rate,very low poverty rate,high african american population,high hispanic population,0.310092,0.382362305,low covid risk index,low social vulnerability rank
29001, Adair  (MO) ,midwest,rural,very low elderly percentage,very low access to doctors,moderate uninsured rate,low diabetes rate,low cardiovascular disease rate,very high poverty rate,medium african american population,very low hispanic population,0.310411,0.452085323,low covid risk index,moderate social vulnerability rank
20015, Butler  (KS) ,midwest,small city,very low elderly percentage,low access to doctors,low uninsured rate,low diabetes rate,moderate cardiovascular disease rate,very low poverty rate,medium african american population,medium hispanic population,0.310729,0.410962539,low covid risk index,low social vulnerability rank
42085, Mercer  (PA) ,northeast,small city,high elderly percentage,low access to doctors,very low uninsured rate,low diabetes rate,very high cardiovascular disease rate,moderate poverty rate,high african american population,very low hispanic population,0.311047,0.424068768,low covid risk index,low social vulnerability rank
42103, Pike  (PA) ,northeast,suburban,high elderly percentage,very high access to doctors,low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,low poverty rate,high african american population,high hispanic population,0.311366,0.378913297,low covid risk index,low social vulnerability rank
20037, Crawford  (KS) ,midwest,rural,low elderly percentage,very low access to doctors,moderate uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,high poverty rate,medium african american population,medium hispanic population,0.311684,0.46062825,low covid risk index,moderate social vulnerability rank
27163, Washington  (MN) ,midwest,suburban,very low elderly percentage,very low access to doctors,very low uninsured rate,very low diabetes rate,low cardiovascular disease rate,very low poverty rate,high african american population,medium hispanic population,0.312003,0.377374509,low covid risk index,low social vulnerability rank
55055, Jefferson  (WI) ,midwest,rural,low elderly percentage,high access to doctors,very low uninsured rate,very low diabetes rate,low cardiovascular disease rate,very low poverty rate,low african american population,high hispanic population,0.312321,0.381725565,low covid risk index,low social vulnerability rank
29027, Callaway  (MO) ,midwest,small city,low elderly percentage,high access to doctors,moderate uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,low poverty rate,high african american population,low hispanic population,0.312639,0.359651916,low covid risk index,low social vulnerability rank
54099, Wayne  (WV) ,southeast,small city,high elderly percentage,low access to doctors,low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,low african american population,very low hispanic population,0.312958,0.457922106,low covid risk index,moderate social vulnerability rank
8055, Huerfano  (CO) ,rockies,rural,very high elderly percentage,very low access to doctors,low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very high poverty rate,very low african american population,very high hispanic population,0.313276,0.479889632,low covid risk index,moderate social vulnerability rank
21021, Boyle  (KY) ,southeast,rural,moderate elderly percentage,very low access to doctors,very low uninsured rate,high diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,high african american population,medium hispanic population,0.313594,0.421734055,low covid risk index,low social vulnerability rank
25025, Suffolk  (MA) ,northeast,urban,very low elderly percentage,very low access to doctors,very low uninsured rate,low diabetes rate,high cardiovascular disease rate,high poverty rate,None,very high hispanic population,0.313913,0.451873077,low covid risk index,moderate social vulnerability rank
39129, Pickaway  (OH) ,midwest,suburban,low elderly percentage,high access to doctors,low uninsured rate,high diabetes rate,high cardiovascular disease rate,low poverty rate,medium african american population,very low hispanic population,0.314231,0.363047862,low covid risk index,low social vulnerability rank
20135, Ness  (KS) ,midwest,rural,very high elderly percentage,low access to doctors,very high uninsured rate,low diabetes rate,low cardiovascular disease rate,low poverty rate,low african american population,high hispanic population,0.31455,0.396582829,low covid risk index,low social vulnerability rank
40123, Pontotoc  (OK) ,southwest,rural,low elderly percentage,low access to doctors,very high uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,medium african american population,medium hispanic population,0.314868,0.495118327,low covid risk index,moderate social vulnerability rank
31101, Keith  (NE) ,midwest,rural,very high elderly percentage,very low access to doctors,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,low poverty rate,low african american population,high hispanic population,0.315186,0.435689271,low covid risk index,low social vulnerability rank
24039, Somerset  (MD) ,southeast,small city,low elderly percentage,high access to doctors,low uninsured rate,high diabetes rate,moderate cardiovascular disease rate,very high poverty rate,None,medium hispanic population,0.315505,0.487636634,low covid risk index,moderate social vulnerability rank
16049, Idaho  (ID) ,rockies,rural,very high elderly percentage,low access to doctors,very high uninsured rate,very low diabetes rate,very low cardiovascular disease rate,high poverty rate,very low african american population,medium hispanic population,0.315823,0.488326435,low covid risk index,moderate social vulnerability rank
28145, Union  (MS) ,southeast,rural,low elderly percentage,moderate access to doctors,very high uninsured rate,moderate diabetes rate,high cardiovascular disease rate,moderate poverty rate,None,medium hispanic population,0.316141,0.493367293,low covid risk index,moderate social vulnerability rank
18065, Henry  (IN) ,midwest,rural,moderate elderly percentage,high access to doctors,low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,moderate poverty rate,medium african american population,very low hispanic population,0.31646,0.372015282,low covid risk index,low social vulnerability rank
20063, Gove  (KS) ,midwest,rural,very high elderly percentage,very low access to doctors,very high uninsured rate,moderate diabetes rate,very low cardiovascular disease rate,low poverty rate,very low african american population,medium hispanic population,0.316778,0.375305105,low covid risk index,low social vulnerability rank
13103, Effingham  (GA) ,southeast,small city,very low elderly percentage,very high access to doctors,high uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,very low poverty rate,high african american population,medium hispanic population,0.317096,0.369627507,low covid risk index,low social vulnerability rank
6111, Ventura  (CA) ,pacific,small city,very low elderly percentage,very low access to doctors,moderate uninsured rate,low diabetes rate,low cardiovascular disease rate,very low poverty rate,medium african american population,very high hispanic population,0.317415,0.381354134,low covid risk index,low social vulnerability rank
29091, Howell  (MO) ,midwest,rural,high elderly percentage,very low access to doctors,high uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,very high poverty rate,very low african american population,low hispanic population,0.317733,0.483657009,low covid risk index,moderate social vulnerability rank
40087, McClain  (OK) ,southwest,suburban,low elderly percentage,moderate access to doctors,high uninsured rate,moderate diabetes rate,high cardiovascular disease rate,very low poverty rate,low african american population,high hispanic population,0.318052,0.391541972,low covid risk index,low social vulnerability rank
51187, Warren  (VA) ,southeast,suburban,low elderly percentage,moderate access to doctors,moderate uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,low poverty rate,medium african american population,medium hispanic population,0.31837,0.36012947,low covid risk index,low social vulnerability rank
53015, Cowlitz  (WA) ,pacific,small city,moderate elderly percentage,low access to doctors,very low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,low poverty rate,low african american population,high hispanic population,0.318688,0.466358909,low covid risk index,moderate social vulnerability rank
6097, Sonoma  (CA) ,pacific,small city,moderate elderly percentage,very low access to doctors,low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very low poverty rate,medium african american population,very high hispanic population,0.319007,0.415844211,low covid risk index,low social vulnerability rank
41009, Columbia  (OR) ,pacific,suburban,moderate elderly percentage,high access to doctors,low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,very low poverty rate,low african american population,medium hispanic population,0.319325,0.416640136,low covid risk index,low social vulnerability rank
27039, Dodge  (MN) ,midwest,small city,very low elderly percentage,low access to doctors,very low uninsured rate,moderate diabetes rate,low cardiovascular disease rate,very low poverty rate,very low african american population,medium hispanic population,0.319643,0.375570413,low covid risk index,low social vulnerability rank
36061, New York  (NY) ,northeast,urban,low elderly percentage,very low access to doctors,very low uninsured rate,very low diabetes rate,low cardiovascular disease rate,high poverty rate,high african american population,very high hispanic population,0.319962,0.446885281,low covid risk index,low social vulnerability rank
40009, Beckham  (OK) ,southwest,rural,very low elderly percentage,low access to doctors,very high uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,high poverty rate,high african american population,very high hispanic population,0.32028,0.486734586,low covid risk index,moderate social vulnerability rank
17021, Christian  (IL) ,midwest,rural,moderate elderly percentage,high access to doctors,very low uninsured rate,high diabetes rate,low cardiovascular disease rate,low poverty rate,medium african american population,very low hispanic population,0.320599,0.359864162,low covid risk index,low social vulnerability rank
21215, Spencer  (KY) ,southeast,suburban,very low elderly percentage,moderate access to doctors,very low uninsured rate,very high diabetes rate,high cardiovascular disease rate,very low poverty rate,medium african american population,low hispanic population,0.320917,0.345590577,low covid risk index,very low social vulnerability rank
47079, Henry  (TN) ,southeast,rural,very high elderly percentage,low access to doctors,moderate uninsured rate,very high diabetes rate,high cardiovascular disease rate,high poverty rate,high african american population,low hispanic population,0.321235,0.440677067,low covid risk index,low social vulnerability rank
16031, Cassia  (ID) ,rockies,rural,very low elderly percentage,very low access to doctors,high uninsured rate,moderate diabetes rate,very low cardiovascular disease rate,moderate poverty rate,very low african american population,very high hispanic population,0.321554,0.506367399,low covid risk index,moderate social vulnerability rank
42111, Somerset  (PA) ,northeast,rural,high elderly percentage,high access to doctors,low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,low poverty rate,medium african american population,very low hispanic population,0.321872,0.411440094,low covid risk index,low social vulnerability rank
39095, Lucas  (OH) ,midwest,small city,low elderly percentage,very low access to doctors,low uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,None,high hispanic population,0.32219,0.423272843,low covid risk index,low social vulnerability rank
40059, Harper  (OK) ,southwest,rural,moderate elderly percentage,very high access to doctors,very high uninsured rate,very low diabetes rate,low cardiovascular disease rate,low poverty rate,very low african american population,very high hispanic population,0.322509,0.405444126,low covid risk index,low social vulnerability rank
13077, Coweta  (GA) ,southeast,suburban,very low elderly percentage,moderate access to doctors,high uninsured rate,low diabetes rate,moderate cardiovascular disease rate,very low poverty rate,None,high hispanic population,0.322827,0.378011249,low covid risk index,low social vulnerability rank
12091, Okaloosa  (FL) ,southeast,small city,low elderly percentage,very low access to doctors,high uninsured rate,moderate diabetes rate,high cardiovascular disease rate,low poverty rate,high african american population,high hispanic population,0.323145,0.379284729,low covid risk index,low social vulnerability rank
49019, Grand  (UT) ,rockies,rural,low elderly percentage,very low access to doctors,high uninsured rate,low diabetes rate,very low cardiovascular disease rate,low poverty rate,low african american population,high hispanic population,0.323464,0.457338427,low covid risk index,moderate social vulnerability rank
30053, Lincoln  (MT) ,rockies,rural,very high elderly percentage,very low access to doctors,high uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very high poverty rate,very low african american population,low hispanic population,0.323782,0.444497506,low covid risk index,low social vulnerability rank
21101, Henderson  (KY) ,southeast,small city,low elderly percentage,low access to doctors,very low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,high african american population,low hispanic population,0.324101,0.446301603,low covid risk index,low social vulnerability rank
48329, Midland  (TX) ,southwest,small city,very low elderly percentage,high access to doctors,very high uninsured rate,very low diabetes rate,low cardiovascular disease rate,very low poverty rate,high african american population,very high hispanic population,0.324419,0.423909583,low covid risk index,low social vulnerability rank
13231, Pike  (GA) ,southeast,suburban,low elderly percentage,very high access to doctors,high uninsured rate,very low diabetes rate,high cardiovascular disease rate,low poverty rate,high african american population,very low hispanic population,0.324737,0.383635785,low covid risk index,low social vulnerability rank
46055, Haakon  (SD) ,midwest,rural,very high elderly percentage,very low access to doctors,high uninsured rate,low diabetes rate,very low cardiovascular disease rate,low poverty rate,very low african american population,very low hispanic population,0.325056,0.483444763,low covid risk index,moderate social vulnerability rank
18003, Allen  (IN) ,midwest,small city,very low elderly percentage,low access to doctors,moderate uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,high african american population,high hispanic population,0.325374,0.410962538,low covid risk index,low social vulnerability rank
47149, Rutherford  (TN) ,southeast,suburban,very low elderly percentage,moderate access to doctors,moderate uninsured rate,high diabetes rate,high cardiovascular disease rate,low poverty rate,None,high hispanic population,0.325692,0.388252149,low covid risk index,low social vulnerability rank
48143, Erath  (TX) ,southwest,rural,very low elderly percentage,low access to doctors,very high uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,high poverty rate,medium african american population,very high hispanic population,0.326011,0.46832219,low covid risk index,moderate social vulnerability rank
20193, Thomas  (KS) ,midwest,rural,low elderly percentage,low access to doctors,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very low poverty rate,medium african american population,high hispanic population,0.326329,0.360660087,low covid risk index,low social vulnerability rank
17159, Richland  (IL) ,midwest,rural,high elderly percentage,moderate access to doctors,very low uninsured rate,high diabetes rate,very high cardiovascular disease rate,moderate poverty rate,low african american population,very low hispanic population,0.326648,0.395097103,low covid risk index,low social vulnerability rank
19143, Osceola  (IA) ,midwest,rural,high elderly percentage,high access to doctors,low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very low poverty rate,medium african american population,high hispanic population,0.326966,0.419134034,low covid risk index,low social vulnerability rank
27159, Wadena  (MN) ,midwest,rural,high elderly percentage,low access to doctors,very low uninsured rate,low diabetes rate,very low cardiovascular disease rate,moderate poverty rate,low african american population,very low hispanic population,0.327284,0.480685557,low covid risk index,moderate social vulnerability rank
29005, Atchison  (MO) ,midwest,rural,very high elderly percentage,high access to doctors,moderate uninsured rate,very high diabetes rate,very low cardiovascular disease rate,low poverty rate,very low african american population,very low hispanic population,0.327603,0.405338003,low covid risk index,low social vulnerability rank
36107, Tioga  (NY) ,northeast,small city,high elderly percentage,very high access to doctors,very low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,very low poverty rate,low african american population,very low hispanic population,0.327921,0.38061127,low covid risk index,low social vulnerability rank
19151, Pocahontas  (IA) ,midwest,rural,very high elderly percentage,high access to doctors,very low uninsured rate,low diabetes rate,very low cardiovascular disease rate,low poverty rate,low african american population,medium hispanic population,0.328239,0.397644063,low covid risk index,low social vulnerability rank
18105, Monroe  (IN) ,midwest,small city,very low elderly percentage,low access to doctors,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very high poverty rate,medium african american population,medium hispanic population,0.328558,0.453889419,low covid risk index,moderate social vulnerability rank
19043, Clayton  (IA) ,midwest,rural,very high elderly percentage,high access to doctors,very low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very low poverty rate,low african american population,low hispanic population,0.328876,0.402207365,low covid risk index,low social vulnerability rank
18041, Fayette  (IN) ,midwest,rural,high elderly percentage,low access to doctors,moderate uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,moderate poverty rate,medium african american population,very low hispanic population,0.329195,0.430701475,low covid risk index,low social vulnerability rank
54017, Doddridge  (WV) ,southeast,rural,high elderly percentage,very high access to doctors,low uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,medium african american population,very low hispanic population,0.329513,0.459938448,low covid risk index,moderate social vulnerability rank
48393, Roberts  (TX) ,southwest,rural,very high elderly percentage,None,high uninsured rate,very low diabetes rate,very high cardiovascular disease rate,very low poverty rate,very low african american population,very high hispanic population,0.329831,0.433354558,low covid risk index,low social vulnerability rank
48173, Glasscock  (TX) ,southwest,rural,very low elderly percentage,None,very high uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,very low poverty rate,very low african american population,very high hispanic population,0.33015,0.408415579,low covid risk index,low social vulnerability rank
20087, Jefferson  (KS) ,midwest,small city,moderate elderly percentage,moderate access to doctors,low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,very low poverty rate,low african american population,low hispanic population,0.330468,0.372705083,low covid risk index,low social vulnerability rank
39043, Erie  (OH) ,midwest,rural,high elderly percentage,very low access to doctors,very low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,low poverty rate,high african american population,medium hispanic population,0.330786,0.385758251,low covid risk index,low social vulnerability rank
19159, Ringgold  (IA) ,midwest,rural,very high elderly percentage,very low access to doctors,low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,moderate poverty rate,very low african american population,low hispanic population,0.331105,0.422052425,low covid risk index,low social vulnerability rank
54011, Cabell  (WV) ,southeast,small city,moderate elderly percentage,very low access to doctors,low uninsured rate,high diabetes rate,high cardiovascular disease rate,high poverty rate,high african american population,very low hispanic population,0.331423,0.430701475,low covid risk index,low social vulnerability rank
39089, Licking  (OH) ,midwest,suburban,low elderly percentage,moderate access to doctors,low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,very low poverty rate,medium african american population,very low hispanic population,0.331741,0.369415261,low covid risk index,low social vulnerability rank
37053, Currituck  (NC) ,southeast,suburban,low elderly percentage,very high access to doctors,high uninsured rate,low diabetes rate,very high cardiovascular disease rate,very low poverty rate,high african american population,medium hispanic population,0.33206,0.373288762,low covid risk index,low social vulnerability rank
54103, Wetzel  (WV) ,southeast,rural,very high elderly percentage,moderate access to doctors,low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,low african american population,very low hispanic population,0.332378,0.455587393,low covid risk index,moderate social vulnerability rank
25027, Worcester  (MA) ,northeast,small city,low elderly percentage,very low access to doctors,very low uninsured rate,low diabetes rate,moderate cardiovascular disease rate,very low poverty rate,high african american population,high hispanic population,0.332697,0.41037886,low covid risk index,low social vulnerability rank
56013, Fremont  (WY) ,rockies,rural,moderate elderly percentage,very low access to doctors,very high uninsured rate,low diabetes rate,low cardiovascular disease rate,high poverty rate,low african american population,high hispanic population,0.333015,0.5031837,low covid risk index,moderate social vulnerability rank
19087, Henry  (IA) ,midwest,rural,moderate elderly percentage,very low access to doctors,very low uninsured rate,very low diabetes rate,low cardiovascular disease rate,low poverty rate,medium african american population,medium hispanic population,0.333333,0.437864799,low covid risk index,low social vulnerability rank
55065, Lafayette  (WI) ,midwest,rural,moderate elderly percentage,very high access to doctors,moderate uninsured rate,very low diabetes rate,low cardiovascular disease rate,low poverty rate,low african american population,medium hispanic population,0.333652,0.410166614,low covid risk index,low social vulnerability rank
55079, Milwaukee  (WI) ,midwest,urban,very low elderly percentage,low access to doctors,low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,high poverty rate,None,very high hispanic population,0.33397,0.441579115,low covid risk index,low social vulnerability rank
15005, Kalawao  (HI) ,noncontiguous,small city,low elderly percentage,None,None,very low diabetes rate,None,OTHER poverty rate,medium african american population,low hispanic population,0.334288,0.382627613,low covid risk index,low social vulnerability rank
13139, Hall  (GA) ,southeast,small city,very low elderly percentage,low access to doctors,very high uninsured rate,high diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,high african american population,very high hispanic population,0.334607,0.41483604,low covid risk index,low social vulnerability rank
49031, Piute  (UT) ,rockies,rural,very high elderly percentage,None,high uninsured rate,very low diabetes rate,very low cardiovascular disease rate,high poverty rate,very low african american population,very low hispanic population,0.334925,0.407725777,low covid risk index,low social vulnerability rank
6087, Santa Cruz  (CA) ,pacific,small city,low elderly percentage,very low access to doctors,low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,low poverty rate,low african american population,very high hispanic population,0.335244,0.44333015,low covid risk index,low social vulnerability rank
55013, Burnett  (WI) ,midwest,rural,very high elderly percentage,very high access to doctors,low uninsured rate,moderate diabetes rate,low cardiovascular disease rate,low poverty rate,low african american population,very low hispanic population,0.335562,0.427570837,low covid risk index,low social vulnerability rank
2240, Southeast Fairbanks  (AK) ,noncontiguous,rural,very low elderly percentage,very low access to doctors,very high uninsured rate,low diabetes rate,low cardiovascular disease rate,moderate poverty rate,very low african american population,medium hispanic population,0.33588,0.481481481,low covid risk index,moderate social vulnerability rank
54055, Mercer  (WV) ,southeast,rural,high elderly percentage,low access to doctors,low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,very high poverty rate,high african american population,very low hispanic population,0.336199,0.513955216,low covid risk index,moderate social vulnerability rank
19011, Benton  (IA) ,midwest,small city,moderate elderly percentage,very high access to doctors,very low uninsured rate,moderate diabetes rate,low cardiovascular disease rate,very low poverty rate,low african american population,very low hispanic population,0.336517,0.343839542,low covid risk index,very low social vulnerability rank
51710, Norfolk  (VA) ,southeast,urban,very low elderly percentage,very low access to doctors,moderate uninsured rate,high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,high hispanic population,0.336835,0.421044253,low covid risk index,low social vulnerability rank
53067, Thurston  (WA) ,pacific,small city,low elderly percentage,very low access to doctors,very low uninsured rate,low diabetes rate,low cardiovascular disease rate,very low poverty rate,medium african american population,high hispanic population,0.337154,0.411758464,low covid risk index,low social vulnerability rank
6013, Contra Costa  (CA) ,pacific,suburban,low elderly percentage,very low access to doctors,very low uninsured rate,low diabetes rate,low cardiovascular disease rate,very low poverty rate,high african american population,very high hispanic population,0.337472,0.367823411,low covid risk index,low social vulnerability rank
39009, Athens  (OH) ,midwest,rural,very low elderly percentage,very low access to doctors,moderate uninsured rate,high diabetes rate,high cardiovascular disease rate,very high poverty rate,medium african american population,very low hispanic population,0.337791,0.451873077,low covid risk index,moderate social vulnerability rank
12033, Escambia  (FL) ,southeast,small city,low elderly percentage,low access to doctors,moderate uninsured rate,high diabetes rate,high cardiovascular disease rate,moderate poverty rate,None,medium hispanic population,0.338109,0.405603311,low covid risk index,low social vulnerability rank
19105, Jones  (IA) ,midwest,small city,high elderly percentage,moderate access to doctors,very low uninsured rate,very low diabetes rate,low cardiovascular disease rate,low poverty rate,medium african american population,very low hispanic population,0.338427,0.396105275,low covid risk index,low social vulnerability rank
42013, Blair  (PA) ,northeast,small city,high elderly percentage,very low access to doctors,very low uninsured rate,high diabetes rate,high cardiovascular disease rate,moderate poverty rate,medium african american population,very low hispanic population,0.338746,0.427676961,low covid risk index,low social vulnerability rank
41003, Benton  (OR) ,pacific,small city,low elderly percentage,very low access to doctors,very low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,high poverty rate,low african american population,high hispanic population,0.339064,0.445505678,low covid risk index,low social vulnerability rank
6083, Santa Barbara  (CA) ,pacific,small city,very low elderly percentage,very low access to doctors,moderate uninsured rate,low diabetes rate,very low cardiovascular disease rate,low poverty rate,medium african american population,very high hispanic population,0.339382,0.447681205,low covid risk index,low social vulnerability rank
51660, Harrisonburg  (VA) ,southeast,small city,very low elderly percentage,very low access to doctors,very high uninsured rate,low diabetes rate,moderate cardiovascular disease rate,very high poverty rate,high african american population,very high hispanic population,0.339701,0.477820227,low covid risk index,moderate social vulnerability rank
53031, Jefferson  (WA) ,pacific,rural,very high elderly percentage,very low access to doctors,low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,low poverty rate,low african american population,medium hispanic population,0.340019,0.39308076,low covid risk index,low social vulnerability rank
17199, Williamson  (IL) ,midwest,small city,moderate elderly percentage,very low access to doctors,very low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,moderate poverty rate,high african american population,low hispanic population,0.340337,0.412501327,low covid risk index,low social vulnerability rank
23025, Somerset  (ME) ,northeast,rural,high elderly percentage,low access to doctors,high uninsured rate,moderate diabetes rate,low cardiovascular disease rate,high poverty rate,low african american population,very low hispanic population,0.340656,0.49453465,low covid risk index,moderate social vulnerability rank
54013, Calhoun  (WV) ,southeast,rural,very high elderly percentage,high access to doctors,low uninsured rate,low diabetes rate,very high cardiovascular disease rate,very high poverty rate,very low african american population,low hispanic population,0.340974,0.454366975,low covid risk index,moderate social vulnerability rank
10005, Sussex  (DE) ,southeast,small city,very high elderly percentage,low access to doctors,low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,low poverty rate,high african american population,high hispanic population,0.341293,0.433142312,low covid risk index,low social vulnerability rank
8063, Kit Carson  (CO) ,rockies,rural,moderate elderly percentage,low access to doctors,high uninsured rate,low diabetes rate,very low cardiovascular disease rate,low poverty rate,medium african american population,very high hispanic population,0.341611,0.508118433,low covid risk index,moderate social vulnerability rank
51197, Wythe  (VA) ,southeast,rural,high elderly percentage,moderate access to doctors,high uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,moderate poverty rate,medium african american population,very low hispanic population,0.341929,0.431868831,low covid risk index,low social vulnerability rank
46047, Fall River  (SD) ,midwest,rural,very high elderly percentage,moderate access to doctors,moderate uninsured rate,low diabetes rate,very low cardiovascular disease rate,moderate poverty rate,very low african american population,medium hispanic population,0.342248,0.497453041,low covid risk index,moderate social vulnerability rank
40043, Dewey  (OK) ,southwest,rural,moderate elderly percentage,high access to doctors,very high uninsured rate,low diabetes rate,low cardiovascular disease rate,low poverty rate,very low african american population,high hispanic population,0.342566,0.430383105,low covid risk index,low social vulnerability rank
27033, Cottonwood  (MN) ,midwest,rural,very high elderly percentage,low access to doctors,very low uninsured rate,high diabetes rate,very low cardiovascular disease rate,low poverty rate,low african american population,high hispanic population,0.342884,0.496710177,low covid risk index,moderate social vulnerability rank
48439, Tarrant  (TX) ,southwest,urban,very low elderly percentage,low access to doctors,very high uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,low poverty rate,None,very high hispanic population,0.343203,0.378488804,low covid risk index,low social vulnerability rank
19025, Calhoun  (IA) ,midwest,rural,very high elderly percentage,low access to doctors,very low uninsured rate,low diabetes rate,very low cardiovascular disease rate,low poverty rate,medium african american population,very low hispanic population,0.343521,0.419770774,low covid risk index,low social vulnerability rank
19005, Allamakee  (IA) ,midwest,rural,very high elderly percentage,low access to doctors,low uninsured rate,low diabetes rate,very low cardiovascular disease rate,low poverty rate,medium african american population,high hispanic population,0.34384,0.419187095,low covid risk index,low social vulnerability rank
46085, Lyman  (SD) ,midwest,rural,low elderly percentage,very high access to doctors,very high uninsured rate,moderate diabetes rate,very low cardiovascular disease rate,very high poverty rate,very low african american population,low hispanic population,0.344158,0.428366762,low covid risk index,low social vulnerability rank
31051, Dixon  (NE) ,midwest,small city,high elderly percentage,high access to doctors,moderate uninsured rate,very low diabetes rate,low cardiovascular disease rate,very low poverty rate,very low african american population,high hispanic population,0.344476,0.506049029,low covid risk index,moderate social vulnerability rank
40137, Stephens  (OK) ,southwest,rural,moderate elderly percentage,low access to doctors,very high uninsured rate,high diabetes rate,high cardiovascular disease rate,moderate poverty rate,medium african american population,high hispanic population,0.344795,0.482595777,low covid risk index,moderate social vulnerability rank
46053, Gregory  (SD) ,midwest,rural,very high elderly percentage,low access to doctors,high uninsured rate,very low diabetes rate,very low cardiovascular disease rate,high poverty rate,very low african american population,very low hispanic population,0.345113,0.478191659,low covid risk index,moderate social vulnerability rank
35003, Catron  (NM) ,southwest,rural,very high elderly percentage,very low access to doctors,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very high poverty rate,very low african american population,very high hispanic population,0.345431,0.396052213,low covid risk index,low social vulnerability rank
39049, Franklin  (OH) ,midwest,urban,very low elderly percentage,very low access to doctors,low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,None,medium hispanic population,0.34575,0.410007429,low covid risk index,low social vulnerability rank
39109, Miami  (OH) ,midwest,small city,moderate elderly percentage,moderate access to doctors,very low uninsured rate,high diabetes rate,high cardiovascular disease rate,very low poverty rate,medium african american population,very low hispanic population,0.346068,0.3527539,low covid risk index,low social vulnerability rank
18123, Perry  (IN) ,midwest,rural,moderate elderly percentage,moderate access to doctors,low uninsured rate,low diabetes rate,moderate cardiovascular disease rate,low poverty rate,medium african american population,very low hispanic population,0.346387,0.406982914,low covid risk index,low social vulnerability rank
18033, DeKalb  (IN) ,midwest,rural,low elderly percentage,moderate access to doctors,low uninsured rate,very low diabetes rate,high cardiovascular disease rate,very low poverty rate,very low african american population,low hispanic population,0.346705,0.380664332,low covid risk index,low social vulnerability rank
54071, Pendleton  (WV) ,southeast,rural,very high elderly percentage,moderate access to doctors,moderate uninsured rate,very high diabetes rate,high cardiovascular disease rate,moderate poverty rate,medium african american population,very low hispanic population,0.347023,0.471558952,low covid risk index,moderate social vulnerability rank
28003, Alcorn  (MS) ,southeast,rural,moderate elderly percentage,high access to doctors,high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,high african american population,low hispanic population,0.347342,0.496232622,low covid risk index,moderate social vulnerability rank
